word,ipa,cv,cv_2,freq
ঘুমে,gʰ u . m e,cv.cv,cv.cv,1
ঢলে,d̪ʰ o . l e,cv.cv,cv.cv,1
পড়ছে,p o ɽ . cʰ e,cvc.cv,cvc.cv,1
জ্বলে,ɟ ɔ . l e,cv.cv,cv.cv,1
রুটি,r u . t i,cv.cv,cv.cv,1
রুটিগুলো,r u . t i . g u . l o,cv.cv.cv.cv,cv.cv.cv.cv,1
টিফিন,t i . pʰ i n,cv.cvc,cv.cvc,1
বক্সে,b ɔ k . s e,cvc.cv,cvc.cv,1
আচ্ছন্নতা,a c . cʰ ɔ n . n o . t̪ a,vc.cvc.cv.cv,vc.cvc.cv.cv,1
কাটান,k a . t a n,cv.cvc,cv.cvc,1
আদিখ্যেতা,a . d̪ i k . kʰ e . t̪ a,v.cvc.cv.cv,v.cvc.cv.cv,1
বিস্তারিত,b i s . t̪ a . r i . t̪ o,cvc.cv.cv.cv,cvc.cv.cv.cv,1
চিন্তিত,c i n . t̪ i . t̪ o,cvc.cv.cv,cvc.cv.cv,1
সন্ন্যাসে,ʃ o n . n a . ʃ e,cvc.cv.cv,cvc.cv.cv,1
বিজ্ঞান,b i g . g æ̃ n,cvc.cvc,cvc.cvc,1
ভগ্নাংশ,bʰ ɔ g . n a ŋ . ʃ o,cvc.cvc.cv,cvc.cvc.cv,1
রূপান্তর,r u . p a n . t̪ ɔ r,cv.cvc.cvc,cv.cvc.cvc,1
সবশেষে,ʃ ɔ b . ʃ e . ʃ e,cvc.cv.cv,cvc.cv.cv,1
মুদ্রণ,m u d̪ . d̪ r o n,cvc.ccvc,cvc.ccvc,1
লেখাটি,l e . kʰ a . t i,cv.cv.cv,cv.cv.cv,1
আমন্ত্রণ,a . m o n . t̪ r ɔ n,v.cvc.ccvc,v.cvc.ccvc,1
স্কুলের,s k u . l e r,ccv.cvc,ccv.cvc,1
ছাত্রীদের,cʰ a t̪ . r i . d̪ e r,cvc.cv.cvc,cvc.cv.cvc,1
প্রতিক্রিয়া,p r o . t̪ i k . k r i . ʲ a,ccv.cvc.ccv.cv,ccv.cvc.ccv.cv,1
সন্ধান,ʃ ɔ n . d̪ʰ a n,cvc.cvc,cvc.cvc,1
জায়গাটার,ɟ a ʲ . g a . t a r,cvc.cv.cvc,cvc.cv.cvc,1
অক্ষত,ɔ k . kʰ ɔ . t̪ o,vc.cv.cv,vc.cv.cv,1
স্মৃতিগুলো,s r ĩ . t̪ i . g u . l o,ccv.cv.cv.cv,ccv.cv.cv.cv,1
বিক্রেতাকে,b i k . k r e . t̪ a . k e,cvc.ccv.cv.cv,cvc.ccv.cv.cv,1
বলুন,b o . l u n,cv.cvc,cv.cvc,1
বিক্রয়,b i k . r o ʲ,cvc.cvc,cvc.cvc,1
পণ্যগুলো,p o n . n o . g u . l o,cvc.cv.cv.cv,cvc.cv.cv.cv,1
হয়ো,h o ʲ . o,cvc.v,cvc.v,1
আহ্বান,a o̯ . bʰ a n,vv.cvc,v.cvc,1
কন্ট্রোল,k ɔ n . t r o l,cvc.ccvc,cvc.ccvc,1
নিষ্ক্রিয়,n i ʃ . k r i . ʲ o,cvc.ccv.cv,cvc.ccv.cv,1
বোমাটি,b o . m a . t i,cv.cv.cv,cv.cv.cv,1
এক্সপার্টের,e k s . p a r . t e r,vcc.cvc.cvc,vcc.cvc.cvc,1
চক্রাকারে,c ɔ k . k r a . k a . r e,cvc.ccv.cv.cv,cvc.ccv.cv.cv,1
গণ্ডগোল,g ɔ n . d o . g o l,cvc.cv.cvc,cvc.cv.cvc,1
হট্টগোল,h ɔ t . t o . g o l,cvc.cv.cvc,cvc.cv.cvc,1
বিদ্বানদের,b i d̪ . d̪ a n . d̪ e r,cvc.cvc.cvc,cvc.cvc.cvc,1
উল্লেখ,u l . l e kʰ,vc.cvc,vc.cvc,1
বাক্যগঠন,b a k . k o . g ɔ . tʰ o n,cvc.cv.cv.cvc,cvc.cv.cv.cvc,1
ভুলগুলো,bʰ u l . g u . l o,cvc.cv.cv,cvc.cv.cv,1
সূক্ষ্মভাবে,ʃ u k . kʰ õ . bʰ a . b e,cvc.cv.cv.cv,cvc.cv.cv.cv,1
ব্যস্ততা,b æ s . t̪ o . t̪ a,cvc.cv.cv,cvc.cv.cv,1
কমান,k ɔ . m a n,cv.cvc,cv.cvc,1
সংগ্রহে,ʃ ɔ ŋ . g r o . h e,cvc.ccv.cv,cvc.ccv.cv,1
পাথরগুলো,p a . t̪ʰ o r . g u . l o,cv.cvc.cv.cv,cv.cvc.cv.cv,1
মূল্যবান,m u l . l o . b a n,cvc.cv.cvc,cvc.cv.cvc,1
দুর্বলকে,d̪ u r . b ɔ l . k e,cvc.cvc.cv,cvc.cvc.cv,1
বঞ্চনা,b ɔ n . c o . n a,cvc.cv.cv,cvc.cv.cv,1
বর্ডার,b ɔ r . d a r,cvc.cvc,cvc.cvc,1
সদ্ব্যবহার,ʃ ɔ d̪ . b æ . b o . h a r,cvc.cv.cv.cvc,cvc.cv.cv.cvc,1
ভিজো,bʰ i . ɟ o,cv.cv,cv.cv,1
বজ্রপাতের,b ɔ ɟ . ɟ r o . p a . t̪ e r,cvc.ccv.cv.cvc,cvc.ccv.cv.cvc,1
কার্নিশে,k a r . n i . ʃ e,cvc.cv.cv,cvc.cv.cv,1
দাঁড়িও,d̪ ã . ɽ i . o,cv.cv.v,cv.cv.v,1
বর্ষাতি,b ɔ r . ʃ a . t̪ i,cvc.cv.cv,cvc.cv.cv,1
কেনো,k æ . n o,cv.cv,cv.cv,1
আহ্লাদ,a l . h a d̪,vc.cvc,vc.cvc,1
লণ্ঠনটা,l ɔ n . tʰ o n . t a,cvc.cvc.cv,cvc.cvc.cv,1
গরুর,g o . r u r,cv.cvc,cv.cvc,1
টানো,t a . n o,cv.cv,cv.cv,1
উল্লাস,u l . l a ʃ,vc.cvc,vc.cvc,1
পাঞ্জাবিটা,p a n . ɟ a . b i . t a,cvc.cv.cv.cv,cvc.cv.cv.cv,1
অক্ষরটা,ɔ k . kʰ o r . t a,vc.cvc.cv,vc.cvc.cv,1
লেখো,l æ . kʰ o,cv.cv,cv.cv,1
সাক্ষর,ʃ a k . kʰ o r,cvc.cvc,cvc.cvc,1
স্মৃতি,s r ĩ . t̪ i,ccv.cv,ccv.cv,1
শুনুন,ʃ u . n u n,cv.cvc,cv.cvc,1
সামান্তরিক,ʃ a . m a n . t̪ o . r i k,cv.cvc.cv.cvc,cv.cvc.cv.cvc,1
আঁকুন,ã . k u n,v.cvc,v.cvc,1
প্রলম্বিত,p r o . l o m . b i . t̪ o,ccv.cvc.cv.cv,ccv.cvc.cv.cv,1
নিম্নমুখী,n i m . n o . m u . kʰ i,cvc.cv.cv.cv,cvc.cv.cv.cv,1
ঊর্ধ্বমুখী,u r . d̪ʰ o . m u . kʰ i,vc.cv.cv.cv,vc.cv.cv.cv,1
আচ্ছন্ন,a c . cʰ ɔ n . n o,vc.cvc.cv,vc.cvc.cv,1
থ্যাতলানো,t̪ʰ æ t̪ . l a . n o,cvc.cv.cv,cvc.cv.cv,1
বরইয়ের,b o r . i̯ . ʲ e r,cvc.v.cvc,cvc.v.cvc,1
লবন,l ɔ . b o n,cv.cvc,cv.cvc,1
মরিচ,m o . r i c,cv.cvc,cv.cvc,1
মাখালেই,m a . kʰ a . l e i̯,cv.cv.cvv,cv.cv.cv,1
বরই,b o . r o i̯,cv.cvv,cv.cv,1
ভর্তা,bʰ ɔ r t̪ . t̪ a,cvcc.cv,cvcc.cv,1
মিথ্যা,m i t̪ . t̪ʰ a,cvc.cv,cvc.cv,1
গুড়ুম,g u . ɽ u m,cv.cvc,cv.cvc,1
বিমুগ্ধতা,b i . m u g . d̪ʰ o . t̪ a,cv.cvc.cv.cv,cv.cvc.cv.cv,1
এড়ায়নি,æ . ɽ a ʲ . n i,v.cvc.cv,v.cvc.cv,1
ফরাসি,pʰ ɔ . r a . ʃ i,cv.cv.cv,cv.cv.cv,1
উদ্ভূত,u d̪ . bʰ u . t̪ o,vc.cv.cv,vc.cv.cv,1
বাগ্মিতার,b a g . m i . t̪ a r,cvc.cv.cvc,cvc.cv.cvc,1
বাক্পটু,b a k . p o . t u,cvc.cv.cv,cvc.cv.cv,1
গ্যাঁজদাঁতে,g æ̃ ɟ . d̪ ã . t̪ e,cvc.cv.cv,cvc.cv.cv,1
আত্মগ্লানিতে,a t̪ . t̪ õ . g l a . n i . t̪ e,vc.cv.ccv.cv.cv,vc.cv.ccv.cv.cv,1
দুষ্কর্ম,d̪ u ʃ . k ɔ r . m o,cvc.cvc.cv,cvc.cvc.cv,1
করাই,k ɔ . r a i̯,cv.cvv,cv.cv,1
কৃতঘ্নতার,k r i . t̪ ɔ gʰ . n o . t̪ a r,ccv.cvc.cv.cvc,ccv.cvc.cv.cvc,1
কারনেই,k a . r o . n e i̯,cv.cv.cvv,cv.cv.cv,1
অভিযুক্ত,o . bʰ i . ɟ u k . t̪ o,v.cv.cvc.cv,v.cv.cvc.cv,1
বস্তুকে,b o ʃ . t̪ u . k e,cvc.cv.cv,cvc.cv.cv,1
বৈষ্ণব,b o i̯ ʃ . n ɔ b,cvvc.cvc,cvc.cvc,1
শাস্ত্রমতে,ʃ a s . t̪ r o . m ɔ . t̪ e,cvc.ccv.cv.cv,cvc.ccv.cv.cv,1
ভগবানের,bʰ ɔ . g o . b a . n e r,cv.cv.cv.cvc,cv.cv.cv.cvc,1
স্বরূপশক্তি,ʃ ɔ . r u p . ʃ o k . t̪ i,cv.cvc.cvc.cv,cv.cvc.cvc.cv,1
ভগবান,bʰ ɔ . g o . b a n,cv.cv.cvc,cv.cv.cvc,1
হ্লাদিনী,h l a . d̪ i . n i,ccv.cv.cv,ccv.cv.cv,1
মহাবিশ্বে,m ɔ . h a . b i ʃ . ʃ e,cv.cv.cvc.cv,cv.cv.cvc.cv,1
বিদ্যমান,b i d̪ . d̪ o . m a n,cvc.cv.cvc,cvc.cv.cvc,1
চিরন্তন,c i . r ɔ n . t̪ o n,cv.cvc.cvc,cv.cvc.cvc,1
অখণ্ড,ɔ . kʰ ɔ n . d o,v.cvc.cv,v.cvc.cv,1
সত্যের,ʃ o t̪ . t̪ e r,cvc.cvc,cvc.cvc,1
ধারণাকে,d̪ʰ a . r o . n a . k e,cv.cv.cv.cv,cv.cv.cv.cv,1
উজ্জীবন,u ɟ . ɟ i . b o n,vc.cv.cvc,vc.cv.cvc,1
নব,n ɔ . b o,cv.cv,cv.cv,1
সঞ্চার,ʃ ɔ n . c a r,cvc.cvc,cvc.cvc,1
ট্রেকিংয়ের,t r e . k i ŋ . e r,ccv.cvc.vc,ccv.cvc.vc,1
প্রজ্জ্বলিত,p r o ɟ . ɟ o . l i . t̪ o,ccvc.cv.cv.cv,ccvc.cv.cv.cv,1
ঘুমানো,gʰ u . m a . n o,cv.cv.cv,cv.cv.cv,1
ব্যাকরণে,b æ . k ɔ . r o . n e,cv.cv.cv.cv,cv.cv.cv.cv,1
মধ্যপদলোপী,m o d̪ . d̪ʰ o . p ɔ . d̪ . l o . p i,cvc.cv.cv.c.cv.cv,cvc.cv.cv.c.cv.cv,1
কর্মধারয়,k ɔ r . m o . d̪ʰ a . r ɔ ʲ,cvc.cv.cv.cvc,cvc.cv.cv.cvc,1
সমাসের,ʃ ɔ . m a . ʃ e r,cv.cv.cvc,cv.cv.cvc,1
শহীদ,ʃ o . h i d̪,cv.cvc,cv.cvc,1
রুমির,r u . m i r,cv.cvc,cv.cvc,1
প্রকৃতপক্ষে,p r o . k r i . t̪ o . p o k . kʰ e,ccv.ccv.cv.cvc.cv,ccv.ccv.cv.cvc.cv,1
রত্নগর্ভা,r ɔ t̪ . n o . g ɔ r . bʰ a,cvc.cv.cvc.cv,cvc.cv.cvc.cv,1
স্বপ্নাদেশে,ʃ ɔ p . n a . d̪ e . ʃ e,cvc.cv.cv.cv,cvc.cv.cv.cv,1
তাবিজবাবা,t̪ a . b i ɟ . b a . b a,cv.cvc.cv.cv,cv.cvc.cv.cv,1
সঙ্গের,ʃ ɔ ŋ . g e r,cvc.cvc,cvc.cvc,1
প্রভাবে,p r o . bʰ a . b e,ccv.cv.cv,ccv.cv.cv,1
উচ্ছন্নে,u c . cʰ ɔ n . n e,vc.cvc.cv,vc.cvc.cv,1
আপ্যায়িত,a p . p a . ʲ i . t̪ o,vc.cv.cv.cv,vc.cv.cv.cv,1
উজ্জ্বলতম,u ɟ . ɟ ɔ l . t̪ ɔ . m o,vc.cvc.cv.cv,vc.cvc.cv.cv,1
লুব্ধক,l u b . d̪ʰ ɔ k,cvc.cvc,cvc.cvc,1
পাতা,p a . t̪ a,cv.cv,cv.cv,1
উল্টানো,u l . t a . n o,vc.cv.cv,vc.cv.cv,1
ইদ,i d̪,vc,vc,1
ভ্রাতৃত্বকে,bʰ r a t̪ . t̪ r i t̪ . t̪ o . k e,ccvc.ccvc.cv.cv,ccvc.ccvc.cv.cv,1
আশ্লেষে,a ʃ . l e . ʃ e,vc.cv.cv,vc.cv.cv,1
অকৃষ্ণকর্মা,ɔ . k r i ʃ . n o . k ɔ r . m a,v.ccvc.cv.cvc.cv,v.ccvc.cv.cvc.cv,1
নিষ্কলঙ্ক,n i ʃ . k o . l ɔ ŋ . k o,cvc.cv.cvc.cv,cvc.cv.cvc.cv,1
ব্যক্তিকেই,b e k . t̪ i . k e i̯,cvc.cv.cvv,cvc.cv.cv,1
পরস্পরবিরোধী,p ɔ . r o ʃ . p ɔ r . b i . r o . d̪ʰ i,cv.cvc.cvc.cv.cv.cv,cv.cvc.cvc.cv.cv.cv,1
মনোভাবের,m o . n o . bʰ a . b e r,cv.cv.cv.cvc,cv.cv.cv.cvc,1
দুর্দশা,d̪ u r . d̪ ɔ . ʃ a,cvc.cv.cv,cvc.cv.cv,1
সুস্মিতা,ʃ u ʃ . m i . t̪ a,cvc.cv.cv,cvc.cv.cv,1
শব্দটির,ʃ ɔ b . d̪ o . t i r,cvc.cv.cvc,cvc.cv.cvc,1
তোকে,t̪ o . k e,cv.cv,cv.cv,1
বুঝলি,b u ɟʰ . l i,cvc.cv,cvc.cv,1
বুঝলে,b u ɟʰ . l e,cvc.cv,cvc.cv,1
বলবি,b o l . b i,cvc.cv,cvc.cv,1
বলবে,b o l . b e,cvc.cv,cvc.cv,1
কুমড়া,k u m . ɽ a,cvc.cv,cvc.cv,1
খাবেন,kʰ a . b e n,cv.cvc,cv.cvc,1
মাশরাফিদের,m a ʃ . r a . pʰ i . d̪ e r,cvc.cv.cv.cvc,cvc.cv.cv.cvc,1
প্রসন্ন,p r o . ʃ ɔ n . n o,ccv.cvc.cv,ccv.cvc.cv,1
রাফি,r a . pʰ i,cv.cv,cv.cv,1
একাগ্র,æ . k a g . g r o,v.cvc.ccv,v.cvc.ccv,1
শীঘ্র,ʃ i gʰ . gʰ r o,cvc.ccv,cvc.ccv,1
করোনার,k ɔ . r o . n a r,cv.cv.cvc,cv.cv.cvc,1
ভ্যারিয়েন্টের,bʰ æ . r i . ʲ e n . t e r,cv.cv.cvc.cvc,cv.cv.cvc.cvc,1
প্রকোপ,p r o . k ɔ p,ccv.cvc,ccv.cvc,1
স্বর্গরাজ,ʃ ɔ r . g o . r a ɟ,cvc.cv.cvc,cvc.cv.cvc,1
ইন্দ্রের,i n . d̪ r e r,vc.ccvc,vc.ccvc,1
অস্ত্রের,ɔ s . t̪ r e r,vc.ccvc,vc.ccvc,1
বজ্র,b ɔ ɟ . ɟ r o,cvc.ccv,cvc.ccv,1
উড়িষ্যার,u . r i ʃ . ʃ a r,v.cvc.cvc,v.cvc.cvc,1
অধিবাসীদেরকে,o . d̪ʰ i . b a . ʃ i . d̪ e r . k e,v.cv.cv.cv.cvc.cv,v.cv.cv.cv.cvc.cv,1
ঔড্র,o u̯ d . d r o,vvc.ccv,vc.ccv,1
পদ্ম,p ɔ d̪ . d̪ õ,cvc.cv,cvc.cv,1
ফুল,pʰ u l,cvc,cvc,1
প্রসাধনসামগ্রী,p r o . ʃ a . d̪ʰ o n . ʃ a . m o g . g r i,ccv.cv.cvc.cv.cvc.ccv,ccv.cv.cvc.cv.cvc.ccv,1
চীনের,c i . n e r,cv.cvc,cv.cvc,1
অভিধানে,o . bʰ i . d̪ʰ a . n e,v.cv.cv.cv,v.cv.cv.cv,1
পান্থ,p a n . t̪ʰ o,cvc.cv,cvc.cv,1
পথিক,p o . t̪ʰ i k,cv.cvc,cv.cvc,1
চন্দ্র,c ɔ n . d̪ r o,cvc.ccv,cvc.ccv,1
নক্ষত্র,n ɔ k . kʰ ɔ t̪ . t̪ r o,cvc.cvc.ccv,cvc.cvc.ccv,1
সৌরজগত,ʃ o u̯ . r o . ɟ ɔ . g o . t̪ o,cvv.cv.cv.cv.cv,cv.cv.cv.cv.cv,1
মহকাশের,m ɔ h . k a . ʃ e r,cvc.cv.cvc,cvc.cv.cvc,1
সান্ধ্য,ʃ a n . d̪ʰ o,cvc.cv,cvc.cv,1
আইনের,a i̯ . n e r,vv.cvc,v.cvc,1
বিপক্ষে,b i . p o k . kʰ e,cv.cvc.cv,cv.cvc.cv,1
আবাসিক,a . b a . ʃ i k,v.cv.cvc,v.cv.cvc,1
হলের,h ɔ . l e r,cv.cvc,cv.cvc,1
ছাত্রীরা,cʰ a t̪ . r i . r a,cvc.cv.cv,cvc.cv.cv,1
বিক্ষোভ,b i k . kʰ o bʰ,cvc.cvc,cvc.cvc,1
রৌপ্য,r o u̯ p . p o,cvvc.cv,cvc.cv,1
রজত,r ɔ . ɟ ɔ t̪,cv.cvc,cv.cvc,1
রূপা,r u . p a,cv.cv,cv.cv,1
নব্য,n o b . b o,cvc.cv,cvc.cv,1
হিন্দুসমাজে,h i n . d̪ u . ʃ ɔ . m a . ɟ e,cvc.cv.cv.cv.cv,cvc.cv.cv.cv.cv,1
কুসংস্কার,k u . ʃ ɔ ŋ ʃ . k a r,cv.cvcc.cvc,cv.cvcc.cvc,1
পর্যাপ্ত,p ɔ r . ɟ a p . t̪ o,cvc.cvc.cv,cvc.cvc.cv,1
ভ্যাকসিন,bʰ æ k . s i n,cvc.cvc,cvc.cvc,1
মন্ত্রণালয়,m ɔ n . t̪ r o . n a . l ɔ ʲ,cvc.ccv.cv.cvc,cvc.ccv.cv.cvc,1
অভ্র,ɔ b . bʰ r o,vc.ccv,vc.ccv,1
বোর্ডের,b o r . d e r,cvc.cvc,cvc.cvc,1
উদ্ভাবকের,u d̪ . bʰ a . b ɔ . k e r,vc.cv.cv.cvc,vc.cv.cv.cvc,1
মেহেদী,m e . h e . d̪ i,cv.cv.cv,cv.cv.cv,1
হাসান,h a . s a n,cv.cvc,cv.cvc,1
খান,kʰ a n,cvc,cvc,1
নিম্নে,n i m . n e,cvc.cv,cvc.cv,1
স্ট্যাম্পে,s t æ m . p e,ccvc.cv,ccvc.cv,1
টিপসই,t i p . ʃ o i̯,cvc.cvv,cvc.cv,1
অন্যায়ভাবে,ɔ n . n æ ʲ . bʰ a . b e,vc.cvc.cv.cv,vc.cvc.cv.cv,1
লম্ফ,l ɔ m . pʰ o,cvc.cv,cvc.cv,1
ঝম্ফ,ɟʰ ɔ m . pʰ o,cvc.cv,cvc.cv,1
আরম্ভ,a . r o m . bʰ o,v.cvc.cv,v.cvc.cv,1
সুস্বাস্থ্য,ʃ u . ʃ a s . t̪ʰ o,cv.cvc.cv,cv.cvc.cv,1
কাম্য,k a m . m o,cvc.cv,cvc.cv,1
গোল্ড,g o l d,cvcc,cvcc,1
দামে,d̪ a . m e,cv.cv,cv.cv,1
বাড়ছে,b a ɽ . cʰ e,cvc.cv,cvc.cv,1
কমছে,k o m . cʰ e,cvc.cv,cvc.cv,1
পুষ্প,p u ʃ . p o,cvc.cv,cvc.cv,1
ফোটে,pʰ o . t e,cv.cv,cv.cv,1
মাহীন,m a . h i n,cv.cvc,cv.cvc,1
একলব্যের,æ k . l o b . b e r,vc.cvc.cvc,vc.cvc.cvc,1
শিষ্য,ʃ i ʃ . ʃ o,cvc.cv,cvc.cv,1
আইনশাস্ত্রের,a i̯ n . ʃ a s . t̪ r e r,vvc.cvc.ccvc,vc.cvc.ccvc,1
আইন,a i̯ n,vvc,vc,1
বইয়ের,b o i̯ . ʲ e r,cvv.cvc,cv.cvc,1
ব্রান্ডের,b r a n . d e r,ccvc.cvc,ccvc.cvc,1
বডি,b ɔ . d i,cv.cv,cv.cv,1
স্প্রে,s p r e,cccv,cccv,1
ফেরাতে,pʰ e . r a . t̪ e,cv.cv.cv,cv.cv.cv,1
সৌদি,s o u̯ . d̪ i,cvv.cv,cv.cv,1
নিঃস্ব,n i ʃ . ʃ o,cvc.cv,cvc.cv,1
ফিরলেন,pʰ i r . l e n,cvc.cvc,cvc.cvc,1
আশাহত,a . ʃ a . h ɔ . t̪ o,v.cv.cv.cv,v.cv.cv.cv,1
নাবিলকে,n a . b i l . k e,cv.cvc.cv,cv.cvc.cv,1
ভস্মে,bʰ ɔ ʃ . ʃ ẽ,cvc.cv,cvc.cv,1
ঢালা,dʰ a . l a,cv.cv,cv.cv,1
একই,æ k . i,vc.v,vc.v,1
টিকেটে,t i . k e . t e,cv.cv.cv,cv.cv.cv,1
ভ্রমণ,bʰ r o . m o n,ccv.cvc,ccv.cvc,1
সেলামী,s e . l a . m i,cv.cv.cv,cv.cv.cv,1
সাপুড়ের,ʃ a . p u . ɽ e r,cv.cv.cvc,cv.cv.cvc,1
জনতার,ɟ ɔ . n o . t̪ a r,cv.cv.cvc,cv.cv.cvc,1
ইলেক্ট্রন,i . l e k . t r ɔ n,v.cvc.ccvc,v.cvc.ccvc,1
প্রোটন,p r o . t o n,ccv.cvc,ccv.cvc,1
নিউট্রনের,n i u̯ . t r ɔ . n e r,cvv.ccv.cvc,cv.ccv.cvc,1
সমন্বয়ে,ʃ ɔ . m ɔ n . n ɔ ʲ . e,cv.cvc.cvc.v,cv.cvc.cvc.v,1
গঠিত,g o . tʰ i . t̪ o,cv.cv.cv,cv.cv.cv,1
মৌল,m o u̯ . l o,cvv.cv,cv.cv,1
পদার্থের,p ɔ . d̪ a r . t̪ʰ e r,cv.cvc.cvc,cv.cvc.cvc,1
সূক্ষ্মতম,ʃ u k . kʰ õ . t̪ ɔ . m o,cvc.cv.cv.cv,cvc.cv.cv.cv,1
একেই,e . k e i̯,v.cvv,v.cv,1
বয়লে,b ɔ ʲ . l e,cvc.cv,cvc.cv,1
অকালপক্বতা,ɔ . k a l . p ɔ k . k o . t̪ a,v.cvc.cvc.cv.cv,v.cvc.cvc.cv.cv,1
গির্জা,g i r . ɟ a,cvc.cv,cvc.cv,1
খ্রিস্টান,kʰ r i ʃ . t a n,ccvc.cvc,ccvc.cvc,1
সম্প্রদায়ের,ʃ ɔ m . p r o . d̪ a ʲ . e r,cvc.ccv.cvc.vc,cvc.ccv.cvc.vc,1
উপাসনালয়,u . p a . ʃ ɔ . n a . l o ʲ,v.cv.cv.cv.cvc,v.cv.cv.cv.cvc,1
রুগ্ণ,r u g . n o,cvc.cv,cvc.cv,1
দুর্বল,d̪ u r . b ɔ l,cvc.cvc,cvc.cvc,1
কাহিল,k a . h i l,cv.cvc,cv.cvc,1
অবিদগ্ধ,ɔ . b i . d̪ ɔ g . d̪ʰ o,v.cv.cvc.cv,v.cv.cvc.cv,1
পন্ডিত,p o n . d i t̪,cvc.cvc,cvc.cvc,1
বিদ্বান,b i d̪ . d̪ a n,cvc.cvc,cvc.cvc,1
অগ্ন্যুদ্গম,o g . n u d̪ . g ɔ m,vc.cvc.cvc,vc.cvc.cvc,1
অগ্ন্যুদ্গার,o g . n u d̪ . g a r,vc.cvc.cvc,vc.cvc.cvc,1
আগ্নেয়,a g . n e . ʲ o,vc.cv.cv,vc.cv.cv,1
পর্বত,p ɔ r . b o t̪,cvc.cvc,cvc.cvc,1
কামানাদি,k a . m a . n a . d̪ i,cv.cv.cv.cv,cv.cv.cv.cv,1
আগ্নেয়াস্ত্র,a g . n e . ʲ a s . t̪ r o,vc.cv.cvc.ccv,vc.cv.cvc.ccv,1
ঋগ্বেদ,r i g . b e d̪,cvc.cvc,cvc.cvc,1
হিন্দুদের,h i n . d̪ u . d̪ e r,cvc.cv.cvc,cvc.cv.cvc,1
ধর্মগ্রন্থ,d̪ʰ ɔ r . m o . g r o n . t̪ʰ o,cvc.cv.ccvc.cv,cvc.cv.ccvc.cv,1
ঐকাগ্র্য,o i̯ . k a g . g r o,vv.cvc.ccv,v.cvc.ccv,1
ঘ্যাচড়া,gʰ æ c . ɽ a,cvc.cv,cvc.cv,1
হয়েগেছে,h o . ʲ e . g e . cʰ e,cv.cv.cv.cv,cv.cv.cv.cv,1
পাকবে,p a k . b e,cvc.cv,cvc.cv,1
ভাষা,bʰ a . ʃ a,cv.cv,cv.cv,1
কতকটা,k ɔ . t̪ o k . t a,cv.cvc.cv,cv.cvc.cv,1
অপাঙ্ক্তেয়,ɔ . p a ŋ k . t̪ e . ʲ o,v.cvcc.cv.cv,v.cvcc.cv.cv,1
বস্তু,b o s . t̪ u,cvc.cv,cvc.cv,1
সাঙ্খ্য,ʃ a ŋ . kʰ o,cvc.cv,cvc.cv,1
সাংখ্য,ʃ a ŋ . kʰ o,cvc.cv,cvc.cv,1
ব্যঙ্গ্যোক্তির,b æ ŋ . g o k . t̪ i r,cvc.cvc.cvc,cvc.cvc.cvc,1
অলঙ্ঘ্য,ɔ . l o ŋ . gʰ o,v.cvc.cv,v.cvc.cv,1
অলঙ্ঘনীয়,ɔ . l ɔ ŋ . gʰ o . n i . ʲ o,v.cvc.cv.cv.cv,v.cvc.cv.cv.cv,1
লঙ্ঘন,l ɔ ŋ . gʰ o n,cvc.cvc,cvc.cvc,1
সমুচ্ছ্রিত,ʃ o . m u c . cʰ r i . t̪ o,cv.cvc.ccv.cv,cv.cvc.ccv.cv,1
অতিশয়,o . t̪ i . ʃ ɔ ʲ,v.cv.cvc,v.cv.cvc,1
স্ফীত,s pʰ i . t̪ o,ccv.cv,ccv.cv,1
বৃদ্ধিপ্রাপ্ত,b r i d̪ . d̪ʰ i . p r a p . t̪ o,ccvc.cv.ccvc.cv,ccvc.cv.ccvc.cv,1
আপাতদৃষ্টিতে,a . p a . t̪ o . d̪ r i ʃ . t i . t̪ e,v.cv.cv.ccvc.cv.cv,v.cv.cv.ccvc.cv.cv,1
স্থানচ্যুতি,s t̪ʰ a n . c u . t̪ i,ccvc.cv.cv,ccvc.cv.cv,1
অন্তরে,ɔ n . t̪ ɔ . r e,vc.cv.cv,vc.cv.cv,1
দীপের,d̪ i . p e r,cv.cvc,cv.cvc,1
উজ্জ্বলতা,u ɟ . ɟ ɔ . l ɔ . t̪ a,vc.cv.cv.cv,vc.cv.cv.cv,1
কুজ্ঝটিকা,k u ɟ . ɟʰ o . t i . k a,cvc.cv.cv.cv,cvc.cv.cv.cv,1
কুয়াশা,k u . ʲ a . ʃ a,cv.cv.cv,cv.cv.cv,1
এহেন,e . h æ . n o,v.cv.cv,v.cv.cv,1
অন্ততঃ,ɔ n . t̪ o . t̪ o,vc.cv.cv,vc.cv.cv,1
বাঞ্ছনীয়,b a n . cʰ o . n i . ʲ o,cvc.cv.cv.cv,cvc.cv.cv.cv,1
খট্বা,kʰ ɔ t . t a,cvc.cv,cvc.cv,1
শয়ন,ʃ ɔ . ʲ ɔ n,cv.cvc,cv.cvc,1
খাট,kʰ a t,cvc,cvc,1
কুট্মল,k u t . m ɔ l,cvc.cvc,cvc.cvc,1
কুঁড়ি,k ũ . ɽ i,cv.cv,cv.cv,1
অকাট্য,ɔ . k a t . t̪ o,v.cvc.cv,v.cvc.cv,1
কাটা,k a . t a,cv.cv,cv.cv,1
বড্ড,b ɔ d . d o,cvc.cv,cvc.cv,1
