word,ipa,freq
ইস,i s,1
চালাতে,c a . l a . t̪ e,1
পাননি,p a n . n i,1
তৃতীয়,t̪ r i . t̪ i . ʲ o,1
মিলাদ,m i . l a d̪,1
প্রথমবারের,p r o . t̪ʰ o m . b a . r e r,1
রক্ষ,r o k . kʰ o,1
চাচাদের,c a . c a . d̪ e r,1
বলেনি,b ɔ . l e . n i,1
ভাড়াটিয়া,bʰ a . ɽ a . t i . ʲ a,1
চাচাকে,c a . c a . k e,1
খেপিয়ে,kʰ e . p i . ʲ e,1
বিদায়,b i . d̪ a ʲ,1
শখ,ʃ ɔ kʰ,1
নড়েনও,n ɔ . ɽ e n . o,1
বাড়ে,b a . ɽ e,1
উপলব্ধি,u . p o . l o b . d̪ʰ i,1
কিনেননি,k i . n e n . n i,1
হাতি,h a . t̪ i,1
পড়েন,p ɔ . ɽ e n,1
দেখিয়ে,d̪ e . kʰ i . ʲ e,1
দুঃস্বপ্ন,d̪ u ʃ . ʃ ɔ p . n o,1
দেখেন,d̪ æ . kʰ e n,1
তিনবার,t̪ i n . b a r,1
পরিবর্তন,p o . r i . b ɔ r . t̪ o n,1
যাকে,ɟ a . k e,1
সাক্ষাৎকারটা,ʃ a k . kʰ a t̪ . k a r . t a,1
কয়দিন,k ɔ ʲ . d̪ i n,1
আগেরটা,a . g e r . t a,1
ছাড়বেন,cʰ a ɽ . b e n,1
চালাতেন,c a . l a . t̪ e n,1
মোবাইলের,m o . b a i̯ . l e r,1
নাম্বারটা,n a m . b a r . t a,1
স্বরে,ʃ ɔ . r e,1
জানাল,ɟ a . n a . l o,1
ক্যান্টিনে,k æ n . t i . n e,1
ঝুম,ɟʰ u m,1
বাড়ালাম,b a . ɽ a . l a m,1
শার্টের,ʃ a r . t e r,1
ধরলাম,d̪ʰ o r . l a m,1
ভুনা,bʰ u . n a,1
সালোয়ার,s a . l o . ʷ a r,1
কামিজে,k a . m i . ɟ e,1
অপূর্ব,ɔ . p u r . b o,1
চেয়ার,c e . ʲ a r,1
কফি,k ɔ . pʰ i,1
অর্ডার,ɔ r . d a r,1
মুখোমুখি,m u . kʰ o . m u . kʰ i,1
ভণিতা,bʰ o . n i . t̪ a,1
ভদ্রতার,bʰ ɔ d̪ . d̪ r o . t̪ a r,1
খাতিরে,kʰ a . t̪ i . r e,1
অনাথ,ɔ . n a t̪ʰ,1
আশ্রমে,a s . s r o . m e,1
অনুদানে,o . n u . d̪ a . n e,1
মেডিকেলের,m e . d i . k e . l e r,1
ছাত্রী,cʰ a t̪ . t̪ r i,1
দাঁড়াল,d̪ ã . ɽ a . l o,1
উদ্যত,u d̪ . d̪ ɔ . t̪ o,1
চিঠিটাও,c i . tʰ i . t a o̯,1
আসো,a . ʃ o,1
আজকাল,a ɟ . k a l,1
বসলে,b o ʃ . l e,1
লুচি,l u . c i,1
দেব,d̪ e b,1
বলতাম,b o l . t̪ a m,1
করলো,k o r . l o,1
বনে,b o . n e,1
ভয়ঙ্কর,bʰ ɔ ʲ . o ŋ . k ɔ r,1
প্রাণীর,p r a . n i r,1
বাঘ,b a gʰ,1
সিংহ,ʃ i ŋ . h o,1
কোনোকিছুকে,k o . n o . k i . cʰ u . k e,1
ধরল,d̪ʰ o r . l o,1
ফুলবনেৃৃগান,pʰ u l . b o . n e r i . g a n,1
পাচ্ছিস,p a c . cʰ i ʃ,1
সোমবার,ʃ o m . b a r,1
লান্স,l a n s,1
পেয়িং,p e . ʲ i ŋ,1
গেস্ট,g e s t,1
ডাকি,d a . k i,1
মাঝেই,m a . ɟʰ e i̯,1
সবজিসহ,ʃ o b . ɟ i . ʃ ɔ . h o,1
বদঅভ্যাস,b ɔ d̪ o . o b . bʰ a ʃ,1
রংপুরের,r ɔ ŋ . p u . r e r,1
খাই,kʰ a i̯,1
শনিবার,ʃ o . n i . b a r,1
হতাশই,h ɔ . t̪ a ʃ . i,1
রবিবার,r o . b i . b a r,1
স্বয়ং,ʃ ɔ . ʲ o ŋ,1
সিটি,s i . t i,1
রবিবারে,r o . b i . b a . r e,1
সময়মতো,ʃ ɔ . m ɔ ʲ . m o . t̪ o,1
এতটাই,æ . t̪ o . t a i̯,1
জ্যাম,ɟ æ m,1
আছেই,a . cʰ e i̯,1
সিচুয়েশন,s i . c u . ʲ e . ʃ o n,1
মাস্টারকে,m a s . t a r . k e,1
জিঙ্গাসা,ɟ i ŋ . g a . ʃ a,1
বসেছেন,b o . ʃ e . cʰ e n,1
জানাবেন,ɟ a . n a . b e n,1
বিরক্তই,b i . r ɔ k . t̪ o i̯,1
এতগুলো,æ . t̪ o . g u . l o,1
আয়েশ,a ʲ . e ʃ,1
অঞ্চলের,ɔ n . c o . l e r,1
মাননীয়,m a . n o . n i . ʲ o,1
মহোদয়,m ɔ . h o . d̪ ɔ ʲ,1
জনসভায়,ɟ ɔ . n o . ʃ ɔ . bʰ a ʲ,1
পার্সোনাল,p a r . s o . n a l,1
সেক্রেটারির,s e k . r e . t a . r i r,1
নির্দেশে,n i r . d̪ e . ʃ e,1
যতক্ষণ,ɟ ɔ . t̪ o k . kʰ o n,1
থাকবেন,t̪ʰ a k . b e n,1
ততক্ষণ,t̪ ɔ . t̪ o k . kʰ ɔ n,1
পরিবহন,p o . r i . b ɔ . h o n,1
স্তম্ভিত,s t̪ o m . bʰ i . t̪ o,1
যানবাহনও,ɟ a n . b a . h o n . o,1
রক্ত,r ɔ k . t̪ o,1
স্পেশালভাবে,s p e . ʃ a l . bʰ a . b e,1
রাস্তাঘাট,r a s . t̪ a . gʰ a t,1
করারই,k ɔ . r a r . i,1
দরকার,d̪ ɔ r . k a r,1
হলেই,h o . l e i̯,1
ভোগান্তি,bʰ o . g a n . t̪ i,1
বাড়ানো,b a . ɽ a . n o,1
চুপচাপ,c u p . c a p,1
যাওয়াটা,ɟ a o̯ . ʷ a . t a,1
ক্যান্সেল,k æ n . s e l,1
ভাবছিলাম,bʰ a b . cʰ i . l a m,1
নয়টায়,n ɔ ʲ . t a ʲ,1
নেবেন,n e . b e n,1
সময়নিষ্ঠ,ʃ o . m ɔ ʲ . n i ʃ . tʰ o,1
জাস্ট,ɟ a s t,1
টাইমে,t a i̯ . m e,1
স্টুডেন্টদের,s t u . d e n t . d̪ e r,1
ঢুকতে,dʰ u k . t̪ e,1
ধরনও,d̪ʰ ɔ . r o n . o,1
সিলেবাসের,s i . l e . b a . s e r,1
তোয়াক্কা,t̪ o . ʷ a k . k a,1
সিলেবাস,s i . l e . b a s,1
ধরেও,d̪ʰ o . r e o̯,1
পড়ান,p ɔ . ɽ a n,1
অনুধাবনমূলক,o . n u . d̪ʰ a . b o n . m u . l o k,1
ব্যাথা,b æ . t̪ʰ a,1
সিআরকে,s i . a r . k e,1
জানালাম,ɟ a . n a . l a m,1
সিআর,s i . a r,1
জানালো,ɟ a . n a . l o,1
ম্যানেজ,m æ . n e ɟ,1
কাজগুলো,k a ɟ . g u . l o,1
অবিরাম,ɔ . b i . r a m,1
সাইকেলের,s a i̯ . k e . l e r,1
চল্লিশ,c o l . l i ʃ,1
স্টেশনের,s t e . ʃ ɔ . n e r,1
কোলাহল,k o . l a . h ɔ l,1
যাত্রী,ɟ a t̪ . t̪ r i,1
কুলি,k u . l i,1
হকারদের,h ɔ . k a r . d̪ e r,1
চিৎকারে,c i t̪ . k a . r e,1
গমগম,g ɔ m . g ɔ m,1
সুনশান,ʃ u n . ʃ a n,1
নীরবতা,n i . r ɔ . b ɔ . t̪ a,1
চেকিং,c e . k i ŋ,1
এগোতেই,e . g o . t̪ e i̯,1
ডেউ,d e u̯,1
খেলানো,kʰ æ . l a . n o,1
কাশবনের,k a ʃ . b ɔ . n e r,1
নজরকাড়া,n ɔ . ɟ o r . k a . ɽ a,1
মাথার,m a . t̪ʰ a r,1
আকাশের,a . k a . ʃ e r,1
অসীমতা,ɔ . ʃ i . m ɔ . t̪ a,1
নিরন্তর,n i . r ɔ n . t̪ ɔ r,1
মিলিয়ে,m i . l i . ʲ e,1
স্বর্গীয়,ʃ o r . g i . ʲ o,1
আবহ,a . b o . h o,1
মুহূর্তের,m u . h u r . t̪ e r,1
আজীবনকাল,a . ɟ i . b ɔ n . k a l,1
সেখানেই,ʃ e . kʰ a . n e i̯,1
মনপুরা,m o n . p u . r a,1
সিনেমার,s i . n e . m a r,1
নায়ক,n a ʲ . o k,1
সোনাইয়ের,ʃ o . n a i̯ . ʲ e r,1
প্রকৃতির,p r o . k r i . t̪ i r,1
হিলিং,h i . l i ŋ,1
শক্তিশালী,ʃ o k . t̪ i . ʃ a . l i,1
আবারও,a . b a r . o,1
দাঁড়াতেই,d̪ ã . ɽ a . t̪ e i̯,1
হাওয়ায়,h a o̯ . ʷ a ʲ,1
পদ্মাকে,p ɔ d̪ . d̪ ã . k e,1
ছুঁয়েছে,cʰ ũ . ʲ e . cʰ e,1
নৌকাটা,n o u̯ . k a . t a,1
বিশালতা,b i . ʃ a . l ɔ . t̪ a,1
সংকীর্ণতাকে,ʃ ɔ ŋ . k i r . n o . t̪ a . k e,1
ভোর,bʰ o r,1
সাড়ে,ʃ a . ɽ e,1
পাঁচটায়,p ã c . t a ʲ,1
দিদির,d̪ i . d̪ i r,1
জড়ানো,ɟ ɔ . ɽ a . n o,1
মশারির,m ɔ . ʃ a . r i r,1
সিঁথিতে,ʃ ĩ . t̪ʰ i . t̪ e,1
মোটা,m o . t a,1
টিপ,t i p,1
ভেজা,bʰ e . ɟ a,1
চুলগুলো,c u l . g u . l o,1
কাঁধের,k ã . d̪ʰ e r,1
পার্বতীর,p a r . b o . t̪ i r,1
মতোই,m ɔ . t̪ o i̯,1
লাগছিল,l a g . cʰ i . l o,1
দিদিকে,d̪ i . d̪ i . k e,1
পিতৃপক্ষের,p i t̪ . t̪ r i . p o k . kʰ e r,1
দেবীপক্ষের,d̪ e . b i . p o k . kʰ e r,1
শুরুর,ʃ u . r u r,1
সকালেই,ʃ ɔ . k a . l e i̯,1
মিস,m i s,1
মরি,m o . r i,1
দৌড়াতে,d̪ o u̯ . ɽ a . t̪ e,1
অতএব,ɔ . t̪ o . e b,1
ওঠা,o . tʰ a,1
তাহলো,t̪ a . h o . l o,1
দায়িত্বও,d̪ a . ʲ i t̪ . t̪ o . o,1
তর্পণের,t̪ ɔ r . p o . n e r,1
আনা,a . n a,1
খোলাগুলো,kʰ o . l a . g u . l o,1
মাপমতো,m a p . m ɔ . t̪ o,1
রাখি,r a . kʰ i,1
তাড়াহুড়ো,t̪ a . ɽ a . h u . ɽ o,1
স্নান,s n a n,1
সেরে,ʃ e . r e,1
পূর্বপুরুষদের,p u r . b o . p u . r u ʃ . d̪ e r,1
আত্মার,a t̪ . t̪ ã r,1
শান্তির,ʃ a n . t̪ i r,1
তর্পণ,t̪ ɔ r . p o n,1
ছেলেদেরই,cʰ e . l e . d̪ e r . i,1
ছেলেরাই,cʰ e . l e . r a i̯,1
বংশরর,b ɔ ŋ . ʃ o . r,1
স্বীকৃতি,ʃ i k . k r i . t̪ i,1
এক্ষেত্রে,e . kʰ e t̪ . t̪ r e,1
বঞ্চিত,b o n . c i . t̪ o,1
পরিবারে,p o . r i . b a . r e,1
মানাতে,m a . n a . t̪ e,1
যান্ত্রিক,ɟ a n . t̪ r i k,1
অভ্যস্ত,o b . bʰ o s . t̪ o,1
অনুভূতিগুলোও,o . n u . bʰ u . t̪ i . g u . l o o̯,1
স্বার্থকেন্দ্রিক,ʃ a r . t̪ʰ o . k e n . d̪ r i k,1
নিরামিষ,n i . r a . m i ʃ,1
মাস্টার্স,m a s . t a r s,1
গৃহিণী,g r i . h i . n i,1
পঁয়ত্রিশ,p ɔ̃ ʲ . o t̪ . t̪ r i ʃ,1
রিলাক্সেশনের,r i . l a k . s e . ʃ ɔ . n e r,1
ডিভানে,d i . bʰ a . n e,1
শরীরটা,ʃ o . r i r . t a,1
ভেবেছিলাম,bʰ e . b e . cʰ i . l a m,1
ম্যাসেঞ্জারে,m æ . s e n . ɟ a . r e,1
ম্যাসেজের,m æ . s e . ɟ e r,1
নোটিফিকেশন,n o . t i . pʰ i . k e . ʃ ɔ n,1
অজান্তেই,ɔ . ɟ a n . t̪ e i̯,1
ঠোঁটে,tʰ õ . t e,1
বিদ্রুপের,b i d̪ . r u . p e r,1
মহালয়াতেও,m ɔ . h a . l ɔ . ʲ a . t̪ e o̯,1
বাঙালিদের,b a . ŋ a . l i . d̪ e r,1
ফেব্রুয়ারিতে,pʰ e b . b r u . ʷ a . r i . t̪ e,1
বারোটা,b a . r o . t a,1
পরিচিতদেরকে,p o . r i . c i . t̪ o . d̪ e r . k e,1
লেখা,l e . kʰ a,1
ম্যাসেজ,m æ . s e ɟ,1
পাঠাতে,p a . tʰ a . t̪ e,1
বিষয়ই,b i . ʃ ɔ ʲ . i,1
যাহোক,ɟ a . h o k,1
হিন্দু,h i n . d̪ u,1
মুসলিম,m u s . l i m,1
স্টোরি,s t o . r i,1
হিন্দুরা,h i n . d̪ u . r a,1
স্কেল,s k e l,1
দূর্গার,d̪ u r . g a r,1
আলতা,a l . t̪ a,1
পরা,p ɔ . r a,1
দেবীরূপের,d̪ e . b i . r u . p e r,1
বয়ানবাজি,b ɔ ʲ . a n . b a . ɟ i,1
ব্যথায়,b æ . t̪ʰ a ʲ,1
দূর্গা,d̪ u r . g a,1
পূজার,p u . ɟ a r,1
জেনেই,ɟ e . n e i̯,1
ভাসানো,bʰ a . ʃ a . n o,1
ছাব্বিশশে,cʰ a b . b i ʃ . ʃ e,1
মার্চ,m a r c,1
ষোলোই,ʃ o . l o i̯,1
ডিসেম্বর,d i . s e m . b ɔ r,1
পনেরোই,p o . n e . r o i̯,1
আগস্ট,a . g o s t,1
শুদ্ধভাবে,ʃ u d̪ . d̪ʰ o . bʰ a . b e,1
জীবনানন্দ,ɟ i . b o . n a . n o n . d̪ o,1
বিভূতিভূষণ,b i . bʰ u . t̪ i . bʰ u . ʃ o n,1
তারাশংকর,t̪ a . r a . ʃ ɔ ŋ . k o r,1
বিষ্ণু,b i ʃ . n u,1
দে,d̪ e,1
জসীমউদ্দীন,ɟ o . ʃ i m . u d̪ . d̪ i n,1
সেলিম,s e . l i m,1
আল,a l,1
দীন,d̪ i n,1
হুমায়ুন,h u . m a . ʲ u n,1
আজাদ,a . ɟ a d̪,1
প্রমূখকে,p r o . m u . kʰ o . k e,1
শেখায়,ʃ e . kʰ a ʲ,1
টিকটক,t i k . t ɔ k,1
ইনস্টাগ্রামে,i n s . t a . g r a . m e,1
ইতরামি,i t̪ . r a . m i,1
করতেও,k o r . t̪ e . o,1
দ্বিধাবোধ,d̪ i . d̪ʰ a . b o d̪ʰ,1
চালালে,c a . l a . l e,1
এমনই,æ . m o n . i,1
চালানো,c a . l a . n o,1
বলদের,b ɔ l . d̪ e r,1
ভাসানোর,bʰ a . ʃ a . n o r,1
পক্ষপাতি,p ɔ k . kʰ o . p a . t̪ i,1
বন্ধুদের,b o n . d̪ʰ u . d̪ e r,1
প্রোফাইল,p r o . pʰ a i̯ l,1
যেকেউ,ɟ e . k e u̯,1
প্রতিনিয়ত,p r o . t̪ i . n i . ʲ o . t̪ o,1
করিনি,k o . r i . n i,1
হেসেছিলাম,h e . ʃ e . cʰ i . l a m,1
বিশিষ্ট,b i . ʃ i ʃ . t o,1
ব্যক্তিত্ব,b e k . t̪ i t̪ . t̪ o,1
বহুলও,b o . h u l . o,1
ঘটবে,gʰ o t . b e,1
স্টুপিডিটি,s t u . p i . d i . t i,1
অনুভূতিগুলো,o . n u . bʰ u . t̪ i . g u . l o,1
ট্রেনের,t r e . n e r,1
টিকিট,t i . k i t,1
কাছেই,k a . cʰ e i̯,1
দেখো,d̪ e . kʰ o,1
ধুর,d̪ʰ u r,1
ছাই,cʰ a i̯,1
একসময়,æ k . ʃ o . m ɔ ʲ,1
এরাই,e . r a i̯,1
টেস্ট,t e s t,1
সালে,ʃ a . l e,1
এদেরকে,e . d̪ e r . k e,1
করেছি,k o . r e . cʰ i,1
নিব,n i . b o,1
বিশ্বকাপ,b i ʃ . ʃ o . k a p,1
ছিলে,cʰ i . l e,1
তাতেই,t̪ a . t̪ e i̯,1
মাত্রই,m a t̪ . t̪ r o i̯,1
এলে,e . l e,1
করছো,k o r . cʰ o,1
ভীড়,bʰ i ɽ,1
ট্রেনে,t r e . n e,1
উঠব,u tʰ . b o,1
এতবার,æ . t̪ o . b a r,1
পাচ্ছ,p a c . cʰ o,1
বহুবার,b o . h u . b a r,1
শুনব,ʃ u n . b o,1
ফ্ল্যাটে,pʰ l æ . t e,1
ওঠার,o . tʰ a r,1
আনন্দে,a . n o n . d̪ e,1
পারছে,p a r . cʰ e,1
মরা,m ɔ . r a,1
মেয়েটার,m e . ʲ e . t a r,1
হার্ট,h a r t,1
অ্যাটাক,æ . t a k,1
বাঁচিয়ে,b ã . c i . ʲ e,1
প্রকৃষ্ঠ,p r o . k r i ʃ . tʰ o,1
উপকূলবাসী,u . p o . k u l . b a . ʃ i,1
মানুষগুলো,m a . n u ʃ . g u . l o,1
উপকূলীয়,u . p o . k u . l i . ʲ o,1
ভোলার,bʰ o . l a r,1
বাসিন্দা,b a . ʃ i n . d̪ a,1
এইট,e i̯ t,1
অবধি,ɔ . b o . d̪ʰ i,1
পড়ার,p ɔ . ɽ a r,1
সু্যোগ,ʃ u o g,1
পারত,p a r . t̪ o,1
জীবিকার,ɟ i . b i . k a r,1
টানে,t a . n e,1
যেকোনো,ɟ e . k o . n o,1
সৈকতে,ʃ o i̯ . k ɔ . t̪ e,1
মানুষকেও,m a . n u ʃ . k e . o,1
শঙ্কিত,ʃ o ŋ . k i . t̪ o,1
নৌকায়,n o u̯ . k a ʲ,1
ঘাঁটি,gʰ ã . t i,1
গাড়ে,g a . ɽ e,1
গভীর,g o . bʰ i r,1
মোকাবিলা,m o . k a . b i . l a,1
ঝড়,ɟʰ ɔ ɽ,1
জলোচ্ছ্বাস,ɟ ɔ . l o c . cʰ a ʃ,1
সুনামি,s u . n a . m i,1
টর্নেডোর,t ɔ r . n e . d o r,1
দুর্যোগের,d̪ u r . ɟ o . g e r,1
প্রতিবছর,p r o . t̪ i . b ɔ . cʰ o r,1
অসংখ্য,ɔ . ʃ ɔ ŋ . kʰ o,1
জেলের,ɟ e . l e r,1
খ্যাতনামা,kʰ æ . t̪ o . n a . m a,1
পত্রিকার,p o t̪ . t̪ r i . k a r,1
ফ্রন্ট,pʰ r ɔ n t,1
পেইজে,p e i̯ . ɟ e,1
লেখালেখিও,l e . kʰ a . l e . kʰ i . o,1
রয়ে,r o . ʲ e,1
গুনতির,g u . n o . t̪ i r,1
নিরপেক্ষভাবে,n i . r o . p e k . kʰ o . bʰ a . b e,1
দুর্দশার,d̪ u r . d̪ ɔ . ʃ a r,1
প্রশাসনই,p r o . ʃ a . ʃ o n . i,1
দায়ী,d̪ a . ʲ i,1
শিক্ষার,ʃ i k . kʰ a r,1
প্রসার,p r o . ʃ a r,1
ঘটানোর,gʰ ɔ . t a . n o r,1
উদ্যোগ,u d̪ . d̪ o g,1
প্রস্তাবনা,p r o s . t̪ a . b o . n a,1
এমনকি,æ . m o n . k i,1
উপকূলবাসীর,u . p o . k u l . b a . ʃ i r,1
পুনর্বাসন,p u . n o r b . b a . ʃ o n,1
প্রকল্প,p r o . k ɔ l . p o,1
হিশেবে,h i . ʃ e . b e,1
পাকাবাড়ি,p a . k a . b a . r i,1
একমাসের,æ k . m a . ʃ e r,1
সুবিধাবঞ্চিত,ʃ u . b i . d̪ʰ a . b o n . c i . t̪ o,1
দেশকে,d̪ e ʃ . k e,1
গল্পেই,g ɔ l . p e i̯,1
ছেলেটার,cʰ e . l e . t a r,1
পড়াশোনা,p ɔ . ɽ a . ʃ o . n a,1
প্রবল,p r o . b ɔ l,1
ক্ষুধার,kʰ u . d̪ʰ a r,1
তাড়ণা,t̪ a . ɽ o . n a,1
বিমুখ,b i . m u kʰ,1
পিতার,p i . t̪ a r,1
সলিল,ʃ o . l i l,1
সমাধির,ʃ ɔ . m a . d̪ʰ i r,1
কৈশোর,k o i̯ . ʃ o r,1
শব্দটি,ʃ ɔ b . d̪ o . t i,1
বোন,b o n,1
প্যারালাইসড,p æ . r a . l a i̯ s d,1
সমুদ্রেই,ʃ o . m u d̪ . d̪ r e i̯,1
বাজি,b a . ɟ i,1
চালানোয়,c a . l a . n o ʲ,1
চৌকশ,c o u̯ . k ɔ ʃ,1
ঢেউকে,dʰ e u̯ . k e,1
দুশ্চিন্তা,d̪ u ʃ . c i n . t̪ a,1
সেও,ʃ e . o,1
অতলে,ɔ . t̪ ɔ . l e,1
উত্তরে,u t̪ . t̪ o . r e,1
প্রথমদিকে,p r o . t̪ʰ o m . d̪ i . k e,1
বাইতে,b a i̯ . t̪ e,1
পড়ত,p o ɽ . t̪ o,1
তারও,t̪ a r . o,1
কাঁদে,k ã . d̪ e,1
বয়সের,b ɔ ʲ . o . ʃ e r,1
মানসিকতায়,m a . n o . ʃ i . k ɔ . t̪ a ʲ,1
গিয়েছে,g i . ʲ e . cʰ e,1
বাস্তবতার,b a s . t̪ o . b ɔ . t̪ a r,1
কষাঘাতে,k ɔ . ʃ a . gʰ a . t̪ e,1
নিষ্পেষিত,n i ʃ . p e . ʃ i . t̪ o,1
অন্ধের,ɔ n . d̪ʰ e r,1
যষ্ঠি,ɟ o ʃ . tʰ i,1
ফেলবার,pʰ e l . b a r,1
জ্যাকেটের,ɟ æ . k e . t e r,1
খরচ,kʰ ɔ . r o c,1
করাকে,k ɔ . r a . k e,1
মহাজন,m ɔ . h a . ɟ ɔ n,1
অপচয়,ɔ . p o . c ɔ ʲ,1
পরিণতিও,p o . r i . n o . t̪ i . o,1
জ্যাকেট,ɟ æ . k e t,1
চেনেও,c e . n e o̯,1
চিনতও,c i n . t̪ o,1
তবু,t̪ o . b u,1
ক্রয়ক্ষমতা,k r ɔ ʲ . kʰ ɔ . m o . t̪ a,1
বেলার,b æ . l a r,1
অভিজ্ঞতাকে,o . bʰ i g . g ɔ̃ . t̪ a . k e,1
বাচ্চাদের,b a c . c a . d̪ e r,1
সাঁতার,ʃ ã . t̪ a r,1
শেখানোর,ʃ e . kʰ a . n o r,1
মুরব্বিরা,m u . r o b . b i . r a,1
শুকনা,ʃ u k . n a,1
ওজনে,o . ɟ o . n e,1
চারটা,c a r . t a,1
পরিমাণ,p o . r i . m a n,1
ছোবা,cʰ o . b a,1
মাঝবরাবর,m a ɟʰ . b ɔ . r a . b ɔ r,1
বাচ্চাটাকে,b a c . c a . t a . k e,1
চিৎ,c i t̪,1
শুইয়ে,ʃ u i̯ . ʲ e,1
দিত,d̪ i . t̪ o,1
বাচ্চাটার,b a c . c a . t a r,1
ডুবে,d u . b e,1
অনেকবার,ɔ . n e k . b a r,1
সাঁতারের,ʃ ã . t̪ a . r e r,1
ভেলা,bʰ æ . l a,1
বানিয়ে,b a . n i . ʲ e,1
বেড়ানো,b æ . ɽ a . n o,1
প্রথমেই,p r o . t̪ʰ o . m e i̯,1
মেরামত,m e . r a . m ɔ t̪,1
নৌকাটাকে,n o u̯ . k a . t a . k e,1
চওড়া,c ɔ o̯ . ɽ a,1
পাটাতনের,p a . t a . t̪ ɔ . n e r,1
জোড়া,ɟ o . ɽ a,1
গিট,g i t,1
কলাগাছ,k ɔ . l a . g a cʰ,1
গাংচিলের,g a ŋ . c i . l e r,1
ওড়া,o . ɽ a,1
আবওহাওয়ার,a b . o . h a . o ʷ a r,1
পূর্বাভাস,p u r . b a . bʰ a ʃ,1
জানার,ɟ a . n a r,1
অভিজ্ঞতাও,o . bʰ i g . g ɔ̃ . t̪ a o̯,1
অর্জন,ɔ r . ɟ o n,1
প্রতিবারের,p r o . t̪ i . b a . r e r,1
সেদিনও,ʃ e . d̪ i n . o,1
জাল,ɟ a l,1
ধরার,d̪ʰ ɔ . r a r,1
ট্রলার,t r ɔ . l a r,1
বাঁধা,b ã . d̪ʰ a,1
পঁচিশখানা,p õ . c i ʃ . kʰ a . n a,1
যেগুলো,ɟ e . g u . l o,1
দুটি,d̪ u . t i,1
দূরত্ব,d̪ u . r ɔ t̪ . t̪ o,1
চলত,c o l . t̪ o,1
আবওহাওয়া,a b . o . h a . o . ʷ a,1
অনুকূলেই,o . n u . k u . l e i̯,1
পেরিয়ে,p e . r i . ʲ e,1
অন্যদিনের,o n . n o . d̪ i . n e r,1
বাতাসও,b a . t̪ a . ʃ o,1
কিছুদূর,k i . cʰ u . d̪ u r,1
গাংচিল,g a ŋ . c i l,1
তারস্বরে,t̪ a . r o ʃ . ʃ ɔ . r e,1
উড়ে,u . ɽ e,1
আসন্ন,a . ʃ o n . n o,1
আশংকায়,a . ʃ ɔ ŋ . k a ʲ,1
এগোতে,e . g o . t̪ e,1
দক্ষতার,d̪ o k . kʰ o . t̪ a r,1
জানত,ɟ a n . t̪ o,1
কথামতো,k ɔ . t̪ʰ a . m ɔ . t̪ o,1
বাতাসের,b a . t̪ a . ʃ e r,1
তীব্রতা,t̪ i b . b r o . t̪ a,1
বাড়তে,b a ɽ . t̪ e,1
উঠছে,u tʰ . cʰ e,1
কূলের,k u . l e r,1
পৌঁছানোর,p õ u̯ . cʰ a . n o r,1
দমকা,d̪ ɔ m . k a,1
ঢেউয়ের,dʰ e u̯ . ʲ e r,1
প্রচণ্ডতা,p r o . c ɔ n . d o . t̪ a,1
কাছেও,k a . cʰ e o̯,1
সম্বলগুলো,ʃ ɔ m . b o l . g u . l o,1
নির্দেশমতো,n i r . d̪ e ʃ . m ɔ . t̪ o,1
গামছা,g a m . cʰ a,1
কিছুক্ষণের,k i . cʰ u k . kʰ o . n e r,1
প্রচণ্ড,p r o . c ɔ n . d o,1
কবলে,k ɔ . b o . l e,1
পরামর্শমতো,p ɔ . r a . m ɔ r . ʃ o . m ɔ . t̪ o,1
গেলেও,g e . l e . o,1
দড়ি,d̪ o . ɽ i,1
ছাড়ল,cʰ a ɽ . l o,1
উপকরণগুলো,u . p o . k ɔ . r o n . g u . l o,1
উপকূলবাসীরা,u . p o . k u l . b a . ʃ i . r a,1
সমুদ্রকে,ʃ o . m u d̪ . d̪ r o . k e,1
মাতৃরূপে,m a t̪ . t̪ r i . r u . p e,1
মৃত্যুর,m r i t̪ . t̪ u r,1
বিশ্বাসই,b i ʃ . ʃ a ʃ . i,1
জুগিয়েছিল,ɟ u . g i . e . cʰ i . l o,1
দুর্যোগ,d̪ u r . ɟ o g,1
কবলিত,k ɔ . b o . l i . t̪ o,1
বিশ্বাসের,b i ʃ . ʃ a . ʃ e r,1
ধরেছিল,d̪ʰ o . r e . cʰ i . l o,1
সাহসী,ʃ a . h o . ʃ i,1
উদ্ধার,u d̪ . d̪ʰ a r,1
দুইটা,d̪ u i̯ . t a,1
কর্কশিটের,k ɔ r . k o . ʃ i . t e r,1
উল্টে,u l . t e,1
নিখোঁজ,n i . kʰ õ ɟ,1
উদ্ধারের,u d̪ . d̪ʰ a . r e r,1
রাতারাতি,r a . t̪ a . r a . t̪ i,1
পার্টি,p a r t . t i,1
অফিস,ɔ . pʰ i s,1
সংবর্ধনা,ʃ ɔ ŋ . b ɔ r . d̪ʰ o . n a,1
বাঁচতে,b ã c . t̪ e,1
আশ্রয়ের,a s . s r ɔ ʲ . e r,1
সংবাদপত্রে,ʃ ɔ ŋ . b a d̪ . p ɔ t̪ . t̪ r e,1
মিডিয়ায়,m i . d i . ʲ a ʲ,1
সুপারহিরো,s u . p a r . h i . r o,1
দুমুঠো,d̪ u . m u . tʰ o,1
আশ্রয়ে,a s . s r ɔ ʲ . e,1
কিশোরকে,k i . ʃ o r . k e,1
মৌলিক,m o u̯ . l i k,1
করণীয়,k ɔ . r o . n i . ʲ o,1
অপারগ,ɔ . p a . r ɔ g,1
ঈদে,i . d̪ e,1
