tri_gram,freq,example
চুয়,1,['সিচুয়েশন']
কুল,1,"['কুলি', 'স্কুলে', 'স্কুলের']"
ছুঁ,1,['ছুঁয়েছে']
চুল,1,['চুলগুলো']
হুড়,2,"['তাড়াহুড়োতে', 'তাড়াহুড়ো']"
রুষ,3,"['পূর্বপুরুষদের', 'পুরুষ', 'মহাপুরুষেরা']"
মুস,1,['মুসলিম']
হুম,1,['হুমায়ুন']
য়ুন,1,['হুমায়ুন']
হুল,1,['বহুলও']
ধুর,2,"['বন্ধুরা', 'চৌধুরী', 'ধুর']"
হুব,1,['বহুবার']
সু্,1,['সু্যোগ']
দুর্য,2,"['দুর্যোগ', 'দুর্যোগের']"
সুব,3,"['সুবিধাবঞ্চিত', 'সুবিধা', 'অসুবিধা']"
মুর,1,"['আম্মুর', 'মুরব্বিরা']"
শুই,1,['শুইয়ে']
ডুব,1,['ডুবে']
নুক,1,['অনুকূলেই']
জুগ,1,['জুগিয়েছিল']
সুপ,2,"['সুপারহিরো', 'সুপারি']"
দুম,1,['দুমুঠো']
শুক্র,1,['শুক্রবারে']
ঘুষ,1,['কানাঘুষা']
বুন,1,['বুনছেন']
নুয,1,['অনুযায়ী']
মুদ,1,"['সমুদ্রের', 'মুদ্রণ', 'সমুদ্রে']"
ছুর,1,['কিছুরই']
লুপ,1,['লোলুপ']
ফুট,2,"['ফুটল', 'ফুটবল']"
সুই,2,"['সুইচড', 'সুইচটা']"
ভুড়,1,['ভুড়িসহ']
মুন,2,"['মুনাফার', 'মুনির']"
ফুর,1,['ফুরিয়েছেন']
দুর,1,"['দুর্যোগ', 'দুর্লভ', 'দুর্দশা']"
হুক,1,['হুকুম']
চুর,1,['চুরি']
ষুধ,1,"['ওষুধ', 'ক্ষুধার']"
বুদ,1,"['বুদ্ধি', 'মাবুদ']"
শুট,1,['শিশুটিকে']
সুগ,1,['সুগন্ধ']
তুব,1,['নতুবা']
ঠুন,1,['উঠুন']
পুষ্ট,2,"['পুষ্টিকর', 'পুষ্টির']"
তুক,1,"['নিতুকে', 'বস্তুকে']"
তুর,1,['নিতুর']
রুট,3,"['রুটি', 'রুটিগুলো', 'ত্রুটি']"
দুর্ব,2,"['দুর্বল', 'দুর্বলকে']"
গুড়,1,['গুড়ুম']
ড়ুম,1,['গুড়ুম']
দুষ্ক,1,['দুষ্কর্ম']
যুক্ত,3,"['অভিযুক্ত', 'সংযুক্ত', 'যুক্ত']"
লুব্ধ,1,['লুব্ধক']
সুস্ম,1,['সুস্মিতা']
কুস,1,['কুসংস্কার']
সুস্ব,1,['সুস্বাস্থ্য']
পুষ্প,1,['পুষ্প']
পুড়,1,['সাপুড়ের']
রুগ্ণ,1,['রুগ্ণ']
মুচ্ছ্র,1,['সমুচ্ছ্রিত']
কুজ্ঝ,1,['কুজ্ঝটিকা']
কুয়,1,['কুয়াশা']
কুট্ম,1,['কুট্মল']
লুণ্ঠ্য,1,['লুণ্ঠ্যমান']
পুণ্ড্র,1,['পুণ্ড্র']
ঢুণ্ঢ,2,"['ঢুণ্ঢন', 'ঢুণ্ঢনের']"
রুক,1,"['রুক্মিণী', 'গুরুকাজ']"
রুপ,1,"['বিদ্রুপের', 'রুপ']"
গুত,1,['এগুতে']
শুষ্ক,1,['শুষ্ক']
দুর্ল,1,['দুর্লভ']
গুল্ম,1,['লতাগুল্ম']
কুষ্ম,1,['অকালকুষ্মাণ্ড']
যুদ্ধ,2,"['যুদ্ধ', 'যুদ্ধে']"
রুদ্ধ,2,"['বিরুদ্ধ', 'রুদ্ধ']"
সুত,1,['সুতরাং']
ধুন,1,['বাঁধুন']
টুন,1,['কাটুন']
দুর্গ,1,['দুর্গ']
যুগ্ম,1,['যুগ্ম']
পুণ্য,1,['পুণ্যে']
মুম,1,['সাইমুম']
সুক,1,"['ঔৎসুক্য', 'সুকুমার']"
নুচ্চ,1,['অনুচ্চ']
সুক্য,1,['ঔৎসুক্য']
ভুক্ত,1,['অধিভুক্ত']
রুক্ম,1,['রুক্মিণী']
দুর্জ্ঞ,1,['দুর্জ্ঞেয়']
নুপ,1,"['আনুপূর্ব্য', 'অনুপ্রেরণা', 'অনুপ্রেরণাদায়ী']"
রূপ,9,"['রূপ', 'স্বরূপশক্তি', 'দেবীরূপের']"
দূর,6,"['দূরত্বে', 'কিছুদূর', 'দূরত্ব']"
সূর্য,2,"['সূর্য', 'সূর্যের']"
শূন্য,1,['শূন্য']
মূর্ত,1,['মূর্তিমান']
হূর্ত,3,"['মুহূর্ত', 'মুহূর্তের', 'মুহূর্তে']"
পূর্ণ,1,['গুরুত্বপূর্ণ']
পূর্ব,7,"['পূর্বপুরুষদের', 'পূর্বাভাস', 'পূর্বের']"
পূর,1,"['পূর্বপুরুষদের', 'পূর্বাভাস', 'পূর্বের']"
ভূম,1,['ভূমিকা']
কূপ,1,['কূপই']
ঘূর্ণ,1,['ঘূর্ণিঝড়ের']
মূল,2,"['অমূল্য', 'অনুধাবনমূলক', 'মূল']"
ভূত,3,"['অনুভূতিগুলো', 'বিভূতিভূষণ', 'উদ্ভূত']"
দূর্গ,2,"['দূর্গার', 'দূর্গা']"
পূজ,1,['পূজার']
ভূষ,1,['বিভূতিভূষণ']
মূখ,2,"['মূখর', 'প্রমূখকে']"
কূল,6,"['উপকূলবাসীর', 'উপকূলীয়', 'উপকূলবাসী']"
সূচ,1,['সম্মতিসূচক']
দূর্ভ,1,['দূর্ভিক্ষ']
চূড়,1,['চূড়ায়']
মূল্য,3,"['অমূল্য', 'মূল্যবান', 'মূল্য']"
সূক্ষ্ম,3,"['সূক্ষ্মভাবে', 'সূক্ষ্মতা', 'সূক্ষ্মতম']"
মূর্ছ,1,['মূর্ছনা']
মূর্খ,1,['মূর্খ']
পূণ্য,1,['পূণ্য']
ধূস,1,['ধূসর']
পূর্ব্য,1,['আনুপূর্ব্য']
বৃষ্ট,5,"['বৃষ্টিপর্বের', 'বৃষ্টিও', 'বৃষ্টির']"
পৃথ,2,"['পৃথ্বীরাজ', 'পৃথিবীর', 'পৃথিবী']"
দৃষ্ট,2,"['দৃষ্টি', 'আপাতদৃষ্টিতে']"
মৃত্য,2,"['মৃত্যু', 'মৃত্যুর']"
কৃত,7,"['প্রকৃতপক্ষে', 'কৃতঘ্নতার', 'স্বীকৃতি']"
হৃত,1,['ব্যবহৃত']
পৃষ্ঠ,1,['পৃষ্ঠা']
বৃথ,1,['বৃথা']
সৃষ্ট,3,"['সৃষ্টিকর্তা', 'সৃষ্ট', 'সৃষ্টিকর্তার']"
দৃঢ়,1,['দৃঢ়']
বৃক্ষ,1,['বটবৃক্ষ']
তৃত,1,"['তৃতীয়', 'ভ্রাতৃত্বকে']"
েৃৃ,1,['ফুলবনেৃৃগান']
ৃৃগ,1,['ফুলবনেৃৃগান']
তৃপ,1,"['পরিতৃপ্ত', 'পিতৃপক্ষের']"
গৃহ,2,"['জন্মগৃহবাসের', 'গৃহিণী']"
কৃষ্ঠ,1,['প্রকৃষ্ঠ']
তৃর,1,['মাতৃরূপে']
শৃঙ্খ,1,['শৃঙ্খলা']
মৃত,1,"['মৃত্যু', 'স্মৃতিচিহ্ন', 'স্মৃতিগুলো']"
দৃশ্য,2,"['দৃশ্য', 'অদৃশ্য']"
বৃদ্ধ,2,"['বৃদ্ধির', 'বৃদ্ধিপ্রাপ্ত']"
তৃপ্ত,1,['পরিতৃপ্ত']
কৃষ,1,"['অকৃষ্ণকর্মা', 'প্রকৃষ্ঠ', 'উৎকৃষ্ট']"
তৃত্ব,1,['ভ্রাতৃত্বকে']
কৃষ্ণ,1,['অকৃষ্ণকর্মা']
কৃষ্ট,1,['উৎকৃষ্ট']
পৃথ্ব,1,['পৃথ্বীরাজ']
গৃধ্ন,1,['অর্থগৃধ্নু']
মৃদ্ধ,1,['সমৃদ্ধি']
তৃষ্ব,1,['মাতৃষ্বসা']
থেক,2,"['থেকে', 'থেকেই']"
দের,54,"['তোমাদের', 'পূর্বপুরুষদের', 'কাদের']"
গেল,6,"['গেলেন', 'গেলেও', 'গেল']"
নেই,8,"['শুনেই', 'শ্মশানেই', 'জেনেই']"
নেক,6,"['ঘণ্টাখানেক', 'অনেক', 'ওনেক']"
যেন,1,['যেন']
য়েছ,34,"['চেয়েছে', 'দিয়েছে', 'দাঁড়িয়েছে']"
বের,8,"['স্বভাবের', 'বের', 'দ্বন্দ্বের']"
গেছ,6,"['গেছিলাম', 'গেছেন', 'হয়েগেছে']"
শেষ,10,"['অবশেষে', 'শেষে', 'শেষও']"
দেখ,38,"['দেখলেন', 'দেখেছিল', 'দেখেই']"
সেই,4,"['সেই', 'বয়সেই', 'বসেই']"
কেউ,3,"['কেউই', 'যেকেউ', 'কেউ']"
জের,7,"['মহাভোজের', 'নিজের', 'কাগজের']"
শের,7,"['আকাশের', 'আদর্শের', 'পাশের']"
বেশ,9,"['পুনঃপ্রবেশ', 'পরিবেশকে', 'পরিবেশ']"
যেত,3,"['যেতে', 'যেতেই', 'আদিখ্যেতা']"
য়েক,5,"['কয়েকটা', 'কয়েকবার', 'কয়েক']"
বেন,21,"['খাবেন', 'ছাড়বেন', 'উঠবেন']"
দেও,3,"['দেওয়ার', 'দেওয়া', 'দেওয়াটা']"
নের,50,"['সন্তানেরা', 'বেতনের', 'বিজ্ঞানের']"
কেন,4,"['সেকেন্ড', 'স্বার্থকেন্দ্রিক', 'কেন']"
কেল,3,"['স্কেল', 'সাইকেলের', 'আক্কেল']"
মেন,2,"['কোমেন', 'এ্যাসাইনমেন্ট', 'মেনে']"
লেন,26,"['বলেছিলেন', 'দেখলেন', 'করলেন']"
ভেব,5,"['ভেবেই', 'ভেবো', 'ভেবে']"
ষের,4,"['গণমানুষের', 'পিতৃপক্ষের', 'দেবীপক্ষের']"
দেশ,11,"['বিদেশী', 'আদেশ', 'নির্দেশে']"
রের,36,"['রংপুরের', 'অস্ত্রের', 'সুরের']"
ভেঙ,1,"['ভেঙ্গে', 'ভেঙে']"
রেছ,9,"['ধরেছে', 'করেছি', 'করেছেন']"
য়ের,19,"['আশ্রয়ের', 'বিয়ের', 'মেয়ের']"
চেষ্ট,2,"['চেষ্টাতেও', 'চেষ্টা']"
কেব,3,"['কেবল', 'একেবারেই', 'একেবারে']"
পেয়,8,"['পেয়েছিলান', 'পেয়িং', 'পেয়েছে']"
মেল,1,['মেলে']
ছেড়,1,['ছেড়ে']
কেই,7,"['একাত্মতাকেই', 'ঢুকেই', 'একেই']"
চেয়,8,"['চেয়েছে', 'চেয়েছিল', 'চেয়ারম্যান']"
খেয়,2,"['খেয়ে', 'খেয়াল']"
রেন,3,"['মেম্ব্রেন', 'ট্রেন', 'ট্রেন্ডে']"
সেট,2,"['সেটাই', 'সেটা']"
ছেল,11,"['ছেলেবেলা', 'ছেলেরাই', 'ছেলের']"
ফের,2,"['ফেরার', 'ফেরাতে']"
রেই,9,"['সেরেই', 'অন্তর্দ্বারেই', 'অচিরেই']"
রেজ,2,"['ইংরেজিতে', 'রেজাল্ট']"
বেঁ,2,"['বেঁচে', 'বেঁধে']"
তেই,18,"['এগোতেই', 'জানাতেই', 'তাতেই']"
খেত,1,['খেতে']
ছের,2,"['মাছের', 'গাছের']"
পেল,3,"['পেল', 'পেলাম', 'পেলো']"
জেক,1,['নিজেকে']
তেম,2,"['তেমনি', 'তেমন']"
মেয়,6,"['মেয়েই', 'মেয়ের', 'মেয়ে']"
সেগ,2,"['সেগুলো', 'সেগুন']"
কেট,9,"['জ্যাকেট', 'কেটে', 'পকেট']"
কেম,1,['কেমন']
ছেন,21,"['পাচ্ছেন', 'বসেছেন', 'বুনছেন']"
দেন,1,['দেন']
নেয়,1,"['আগ্নেয়', 'নেয়', 'আগ্নেয়াস্ত্র']"
জেদ,1,['নিজেদের']
ফেস,2,"['ফেসবুকে', 'ফেসবুক']"
গেই,2,"['আগেই', 'ত্যাগেই', 'সঙ্গেই']"
রেখ,4,"['রেখেছে', 'রেখো', 'রেখেই']"
লেট,2,"['ছেলেটার', 'ছেলেটা']"
লেখ,11,"['উল্লেখ', 'লেখাপড়া', 'পড়ালেখা']"
ড়ের,8,"['ঝড়ের', 'পাড়ের', 'সাপুড়ের']"
বেগ,3,"['বেগে', 'বেগ', 'বেগুনের']"
যেম,1,['যেমন']
দেয়,3,"['দেয়', 'দেয়ালে', 'উপাদেয়']"
খেল,12,"['খেললেন', 'খেলার', 'খেলাম']"
ডেক,1,['ডেকে']
ধের,2,"['অন্ধের', 'বাঁধের', 'কাঁধের']"
সেখ,2,"['সেখানে', 'সেখানেই']"
খের,4,"['চোখের', 'মুখের', 'সুখের']"
শেই,1,['পাশেই']
লেই,9,"['সকালেই', 'বলেই', 'তালেই']"
জেল,5,"['জেলে', 'জেলের', 'উপজেলা']"
লেদ,2,"['ছেলেদেরই', 'জেলেদের']"
ভেস,1,['ভেসে']
নেও,5,"['নেওয়া', 'নেওয়াটা', 'অখানেও']"
ফেল,8,"['ফেললাম', 'ফেল', 'ফেলবার']"
ঙের,1,['রঙের']
নেম,2,"['সিনেমার', 'নেমে']"
সেছ,6,"['বসেছেন', 'এসেছিলাম', 'বসেছে']"
কেজ,1,['কেজি']
পেত,3,"['পেতাম', 'পেত', 'পেতে']"
পেক্ষ,2,"['অপেক্ষা', 'নিরপেক্ষভাবে']"
নেন,5,"['শোনেননি', 'নেন', 'কিনেননি']"
যেই,1,"['মধ্যেই', 'যেই']"
নেত,3,"['অভিনেত্রীর', 'নেতা', 'নেত্রী']"
রেক,3,"['আরেকটা', 'আরেকটু', 'আরেক']"
লেছ,11,"['বলেছিলেন', 'বলেছিলে', 'বলেছিলাম']"
তেল,3,"['তেলের', 'তেল', 'তেলাপিয়া']"
লেও,6,"['থাকলেও', 'করলেও', 'গেলেও']"
নেব,2,"['নেবেন', 'নেবে']"
গেও,1,['আগেও']
খেছ,6,"['রেখেছে', 'দেখেছিল', 'দেখেছে']"
খেট,1,['খেটে']
সেদ,3,"['সেদিনও', 'সেদিক', 'সেদিন']"
সেব,1,['হিসেবে']
যেখ,1,['যেখানে']
সের,20,"['সেরেই', 'তাসের', 'মাসের']"
ঢেউ,3,"['ঢেউকে', 'ঢেউ', 'ঢেউয়ের']"
ড়েছ,3,"['পড়েছিলাম', 'পড়েছে', 'পড়েছি']"
শেপ,2,"['আশেপাশের', 'আশেপাশে']"
তের,10,"['জাতের', 'পিত্তের', 'রাতের']"
লের,23,"['গাংচিলের', 'ছেলেরাই', 'ছেলের']"
বেল,8,"['ছেলেবেলা', 'বেল', 'বেলা']"
সেঁ,1,['সেঁকে']
য়েদ,2,"['মায়েদের', 'মেয়েদের']"
ভেঙ্গ,1,['ভেঙ্গে']
দেব,6,"['দেবীরূপের', 'দেবেন', 'দেবী']"
টেন,2,"['টেনশনে', 'টেনশন']"
বেই,4,"['এভাবেই', 'কীভাবেই', 'ভেবেই']"
মের,7,"['নিমের', 'রুমের', 'অসীমের']"
চেন,3,"['চেনা', 'চেনে', 'চেনেও']"
টের,6,"['ভ্যারিয়েন্টের', 'এক্সপার্টের', 'কর্কশিটের']"
যেস,1,['যেসব']
সেক,2,"['সেকেন্ড', 'সেক্ষেত্রে', 'সেক্রেটারির']"
কেন্ড,2,"['সেকেন্ড', 'সেকেন্ডের']"
বেড়,7,"['বেড়িয়ে', 'বেড়োলে', 'বেড়ায়']"
কের,9,"['কালকের', 'প্রত্যেকের', 'সুনাগরিকের']"
খেন,5,"['শেখেনি', 'রাখেননি', 'দেখেন']"
য়েই,7,"['রয়েই', 'মেয়েই', 'হয়েই']"
মেঘ,4,"['মেঘ', 'মেঘে', 'মেঘমালা']"
মেজ,1,['মেজাজ']
জেট,3,"['বাজেট', 'গেজেটের', 'বাজেটে']"
ষেধ,2,"['বরবাদ্নিষেধ', 'নিষেধ']"
দেই,1,['দেই']
বেধ,1,['বেধে']
ঘের,1,['ঘেরে']
ণের,8,"['মরণের', 'ব্যাকরণের', 'অপরাহ্ণের']"
টেক,1,"['টেকসই', 'টেক্কা']"
ঠেক,1,['ঠেকে']
নেছ,3,"['শুনেছি', 'শুনেছিল', 'কিনেছেন']"
যেট,1,['যেটা']
চেপ,1,['চেপে']
খেই,2,"['দেখেই', 'রেখেই']"
সেন,2,"['মহাসেন', 'আসেন', 'এ্যাবসেন্ট']"
সেজ,3,"['ম্যাসেজ', 'ম্যাসেজের', 'সেজন্য']"
মেন্ট,1,['এ্যাসাইনমেন্ট']
রেল,1,['রেল']
সেঞ্জ,2,"['ম্যাসেঞ্জার', 'ম্যাসেঞ্জারে']"
পেন,2,"['ওপেনার', 'ওপেন', 'পেন্ডামিকে']"
ভেচ্ছ,2,"['শুভেচ্ছা', 'শুভেচ্ছাবার্তা']"
ফেব্র,2,"['ফেব্রুয়ারি', 'ফেব্রুয়ারিতে']"
ডেট,1,['আপডেট']
কেড়,1,['কেড়ে']
লেব,4,"['ছেলেবেলা', 'সিলেবাসের', 'সিলেবাস']"
শেখ,5,"['শেখা', 'শেখেনি', 'শেখানোর']"
বেছ,2,"['ভেবেছিল', 'ভেবেছিলাম']"
গের,7,"['যুগের', 'বঙ্গের', 'সঙ্গের']"
ঠের,2,"['মাঠের', 'কাঠের', 'কণ্ঠের']"
যেহ,1,['যেহেতু']
হেত,1,['যেহেতু']
য়েন্ট,2,"['পয়েন্ট', 'ভ্যারিয়েন্টের']"
চের,1,['ম্যাচের']
ঠেল,2,"['রামঠেলায়', 'ঠেলে']"
য়েশ,3,"['আয়েশ', 'পায়েশটা', 'সিচুয়েশন']"
বেচ,4,"['বিবেচনা', 'বেচে', 'বেচাও']"
ঠেছ,1,['উঠেছে']
কেষ্ট,1,['কেষ্ট']
কেঁ,2,"['কেঁদেছিলাম', 'কেঁদে']"
দেছ,1,['কেঁদেছিলাম']
দেড়,1,['দেড়']
তেও,6,"['কল্পনাতেও', 'চেষ্টাতেও', 'মহালয়াতেও']"
বেস,1,['ভালোবেসে']
চেহ,1,['চেহারা']
ভেং,1,['ভেংচি']
গেজ,1,['গেজেটের']
বেক,1,['বিবেক']
ঢেক,2,"['ঢেকে', 'ঢেকুর']"
রেট,1,"['সেক্রেটারির', 'ম্যাজিস্ট্রেট', 'বাইরেটাও']"
হেঁ,1,['হেঁটে']
নেত্র,2,"['অভিনেত্রীর', 'নেত্রী']"
কেও,4,"['ওকেও', 'তাদেরকেও', 'মানুষকেও']"
চেঞ্জ,1,['চেঞ্জ']
রেগ,1,['রেগে']
ডেন্ট,2,"['স্টুডেন্টদের', 'এক্সিডেন্ট']"
তেন,2,"['চালাতেন', 'বলতেন']"
য়েস্ত,1,['শায়েস্তা']
সেস,1,['সেসব']
বেহ,1,['বেহাল']
সেল,4,"['সেলিম', 'সেলাইমেশিনটা', 'সেলফি']"
মেশ,2,"['ইনফরমেশন', 'সেলাইমেশিনটা']"
পের,8,"['বিদ্রুপের', 'দেবীরূপের', 'বিশ্বকাপের']"
ঙেন,1,['ভাঙেনি']
জেন,2,"['জেনেই', 'ভিজেন']"
থেম,1,['থেমে']
ড়েই,2,"['পড়েই', 'ঝড়েই']"
খেপ,1,['খেপিয়ে']
ড়েন,3,"['নড়েনও', 'পড়েন', 'গাড়েন']"
মেড,1,['মেডিকেলের']
নেৃ,1,['ফুলবনেৃৃগান']
গেস্ট,1,['গেস্ট']
ঝেই,1,['মাঝেই']
ছেই,2,"['কাছেই', 'আছেই']"
সেক্র,1,['সেক্রেটারির']
রেও,2,"['করেও', 'ধরেও']"
নেজ,1,['ম্যানেজ']
চেক,1,['চেকিং']
ডেউ,1,['ডেউ']
ভেজ,1,['ভেজা']
কেন্দ্র,1,['স্বার্থকেন্দ্রিক']
কেশ,1,['নোটিফিকেশন']
সেম্ব,1,['ডিসেম্বর']
যেক,2,"['প্রত্যেককে', 'যেকেউ', 'প্রত্যেকের']"
হেস,2,"['হেসেছিলাম', 'হেসে']"
টেস্ট,1,['টেস্ট']
য়েট,1,['মেয়েটার']
পেই,1,"['গল্পেই', 'পেইজে']"
শেব,1,['হিশেবে']
সেও,1,['সেও']
ভেল,1,['ভেলা']
মেই,5,"['মেইলে', 'প্রথমেই', 'নামেই']"
যেগ,1,['যেগুলো']
ছেও,1,['কাছেও']
য়েত,1,['বিয়েতে']
যেও,1,['যেও']
মেহ,2,"['মেহগনি', 'মেহেদী']"
নেড়,1,['নেড়ে']
কেদ,1,['লোকেদের']
বেয়,2,"['বেয়াদবি', 'বেয়াই']"
হেব,1,['সাহেব']
পেন্ড,2,"['পেন্ডামিকে', 'পেন্ডামিকের']"
মেক,1,['মেকানিকাল']
টেল,3,"['হোটেলে', 'টেলিকম', 'টেলিকাস্ট']"
বেত,2,"['বেতনের', 'বেতনটা']"
বেড,1,['বেড']
মেও,1,['রুমেও']
পেট,2,"['পেটের', 'পেট']"
চেত,1,['সচেতন']
ঝেছ,2,"['বুঝেছি', 'বুঝেছে']"
লে৷,1,['বলে৷']
সেক্ষ,1,['সেক্ষেত্রে']
পেশ,1,"['পেশ', 'স্পেশালভাবে']"
ছেচ,1,['ছেচল্লিশ']
য়েও,3,"['সময়েও', 'ব্যাটিংয়েও', 'হয়েও']"
ষেই,1,['নিমিষেই']
জেগ,1,['জেগে']
চেও,1,['ম্যাচেও']
টেই,1,['বটেই']
বেজ,1,['বেজে']
রেড,1,"['রেডি', 'স্প্রেডশিটে', 'হান্ড্রেড']"
পেপ,1,['পেপারের']
মেট,1,['আলটিমেটাম']
ডের,1,"['কোভিডের', 'বোর্ডের', 'ব্র্যান্ডের']"
ভেত,1,['ভেতর']
লেগ,1,['ছেলেগুলোকে']
ঘেঁ,1,['ঘেঁষে']
হেদ,1,['মেহেদী']
লেক্ট্র,2,"['ইলেক্ট্রন', 'ইলেক্ট্রর']"
য়েগ,1,['হয়েগেছে']
হেন,1,['এহেন']
বেট,1,['ডায়াবেটিস']
লেজ,1,['কলেজ']
গেট,1,"['গেটে', 'টার্গেট']"
কেক,1,['কেক']
মেম্ব্র,1,['মেম্ব্রেন']
ডেই,1,['ডেইজ']
সেন্ট,1,['এ্যাবসেন্ট']
বেদ,1,"['আবেদনপত্রটি', 'ঋগ্বেদ']"
হেম,1,['হেমন্ত']
টেক্ক,1,['টেক্কা']
ছেয়,1,['ছেয়ে']
লেন্ট,1,['ভায়োলেন্ট']
মেঢ্র,1,['মেঢ্র']
তৈর,1,['তৈরি']
নৈত,1,['অর্থনৈতিক']
বৈশ,1,['বৈশিষ্ট্য']
ধৈর্য,1,"['ধৈর্য্য', 'ধৈর্য']"
ধৈর্য্য,1,['ধৈর্য্য']
দৈন,1,['দৈনন্দিন']
সৈক,1,['সৈকতে']
কৈশ,1,['কৈশোর']
বৈষ্ণ,1,['বৈষ্ণব']
নৈর্ব্য,1,['নৈর্ব্যক্তিক']
নৈক,1,['নৈকট্যধ্বনির']
দৈর্ঘ্য,2,"['দৈর্ঘ্য', 'অনুদৈর্ঘ্য']"
বৈচ,1,['বৈচিত্র্যে']
নৈশ,1,['নৈশজাপনই']
বৈর,1,['বৈরাগ্য']
বৈধ,1,['বৈধর্ম্য']
হৈচ,1,['হৈচৈ']
নৈল,1,['নৈলে']
নৈষ্ক,1,['নৈষ্কর্ম্য']
কোন,9,"['কোনোকিছুকে', 'কোনোদিন', 'কোন']"
ছোট,2,"['ছোট', 'ছোট্ট', 'ছোটো']"
তোম,5,"['তোমাদের', 'তোমরা', 'তোমারও']"
কোথ,3,"['কোথা', 'কোথায়', 'কোথাও']"
ফোন,4,"['ফোনটা', 'ফোনে', 'ফোনের']"
চোখ,3,"['চোখের', 'চোখ', 'চোখে']"
হোন,1,['হোন']
বোঝ,5,"['বোঝালো', 'বোঝার', 'বোঝাতে']"
খোল,3,"['খোলা', 'খোল', 'খোলাগুলো']"
দোয়,2,"['দোয়ায়', 'দোয়া']"
লোভ,2,"['ভালোভাবে', 'লোভ']"
বোন,4,"['বোনের', 'বোন', 'বোনও']"
কোট,1,['কোটি']
যোগ,6,"['সু্যোগ', 'দুর্যোগ', 'সহযোগে']"
হোক,3,"['যাহোক', 'হোক', 'যাইহোক']"
রোন,3,"['করোনাভাইরাসের', 'করোনার', 'করোনা']"
খোঁ,3,"['খোঁজে', 'নিখোঁজ', 'খোঁজ']"
রোগ,4,"['রোগ', 'রোগীকে', 'রোগের']"
ঘোর,3,"['ঘোরে', 'ঘোরান', 'ঘোর']"
রোধ,2,"['অনুরোধ', 'পরস্পরবিরোধী']"
বোধ,2,"['বোধহয়', 'দ্বিধাবোধ']"
শোন,7,"['শোনেননি', 'শোনা', 'শোন']"
নোর,6,"['পৌঁছানোর', 'বাঁচানোর', 'শেখানোর']"
শোর,4,"['কিশোরের', 'কিশোর', 'কৈশোর']"
পোর্ট,4,"['সাপোর্ট', 'রিপোর্ট', 'রিপোর্টাররা']"
লোক,9,"['লোকটাকে', 'আলোকিত', 'মানুষগুলোকে']"
তোর,2,"['তোর', 'তোরাৃ']"
নোভ,3,"['মনোভাবের', 'মনোভাব', 'কোনোভাবেই']"
লোব,4,"['ভালোবাসা', 'ভালোবাসার', 'ভালোবেসে']"
ঠোর,2,"['কঠোর', 'মুঠোর']"
চোর,2,"['চোর', 'চোরের']"
নোই,1,['কখনোই']
লোন,1,['লোন']
পোস্ট,1,['পোস্ট']
লোর,3,"['গাছগুলোর', 'গল্পগুলোর', 'মানুষগুলোর']"
বোত,2,"['বোতল', 'চিবোতে']"
মোট,3,"['মোটা', 'মোট', 'মোটর']"
ভোর,3,"['ভোরের', 'ভোর', 'ভোরে']"
যোগ্য,2,"['যোগ্যতা', 'যোগ্য']"
রোজ,1,['রোজ']
ফোঁ,1,['ফোঁশকা']
য়োজ,4,"['প্রয়োজনের', 'আয়োজন', 'প্রয়োজন']"
ঠোন,1,['উঠোনে']
গোঁ,1,['গোঁ']
তোল,3,"['তোলেননি', 'তোলার', 'তোলে']"
সোন,2,"['সোনার', 'পার্সোনাল', 'সোনাইয়ের']"
দোস্ত,1,['দোস্ত']
লোই,2,"['ভালোই', 'ষোলোই']"
মোব,5,"['মোবারক', 'মোবাইলে', 'মোবাইলের']"
কোর্ট,1,['কোর্টে']
য়োগ,2,"['প্রয়োগের', 'প্রয়োগ']"
মোড়,3,"['মোড়', 'আড়মোড়া', 'মোড়া']"
মোহ,2,"['মোহময়', 'মোহনিয়া']"
লোট,2,"['ভালোটা', 'ভালোটাই']"
পোষ,2,"['পোষা', 'পোষণ']"
ছোট্ট,1,['ছোট্ট']
কোম,3,"['কোম্পানিতে', 'কোমেন', 'ঐককোমততো']"
তোভ,1,['আলতোভাবে']
দোক,2,"['দোকান', 'দোকানে']"
নোক,2,"['কোনোকিছুকে', 'কোনোকিছুই']"
নোদ,1,['কোনোদিন']
ভোজ,1,['মহাভোজের']
সোজ,1,['সোজা']
রোদ,2,"['রোদও', 'রোদ']"
দোষ,3,"['দোষ', 'দোষে', 'দোষকে']"
হোস,1,['হোস']
রোই,2,"['পনেরোই', 'বেরোই']"
ঘোষ,1,['ঘোষণা']
লোও,2,"['অনুভূতিগুলোও', 'এনজিওগুলোও']"
শোধ,1,['শোধ']
খোর,1,['সুদখোর']
জোত,1,['জোতদারদের']
গোছ,1,['গোছাতে']
হোত,1,['হোতো']
ষোল,2,"['ষোলোই', 'ষোলো']"
রোয়,2,"['রোয়ানু', 'ঘরোয়া']"
মোর,1,['মোরা']
লোচ্ছ্ব,2,"['জলোচ্ছ্বাস', 'জলোচ্ছ্বাসে']"
জোট,1,['জোটে']
ভোল,2,"['ভোলার', 'ভোলানো']"
দোড়,1,['দোড়গড়ায়']
কোর,3,"['কোর্টে', 'কোরো', 'আনকোরা']"
ফোট,2,"['ফোটা', 'ফোটে', 'স্ফোটন']"
লোয়,4,"['সালোয়ার', 'আলোয়', 'খেলোয়াড়']"
খোম,1,['মুখোমুখি']
